question_id,question,ground_truth,retriever,llm,prompt,answer,citations,retrieved_docs,context,latency,recall_at_k,mrr,hallucination
23703,Which vehicle produces 493 horsepower?,The 2016 BMW M4 GTS,bm25,mistral,v1,The 2016 BMW M4 GTS,[1],"['the_2016_bmw_m4_gts_06599', 'the_2004_suzuki_verona_11323', 'the_2004_suzuki_verona_11322']","[1] The 2016 BMW M4 GTS | doc_id=the_2016_bmw_m4_gts_06599
The 2016 BMW M4 GTS is a midsize coupe.
It features a 6-cylinder premium unleaded engine producing 493 horsepower.
The transmission is automated_manual with rear drive.
It has 2 doors.
This model falls under the following categories: factory tuner, luxury, high-performance.
Fuel efficiency is rated at 16 city MPG and 23 highway MPG.
It has a popularity score of 3916.
The MSRP for this vehicle is $133,205.

[2] The 2004 Suzuki Verona | doc_id=the_2004_suzuki_verona_11323
The 2004 Suzuki Verona is a midsize sedan.
It features a 6-cylinder nan engine producing 155 horsepower.
The transmission is automatic with front drive.
It has 4 doors.
Fuel efficiency is rated at 17 city MPG and 25 highway MPG.
It has a popularity score of 481.
The MSRP for this vehicle is $18,499.

[3] The 2004 Suzuki Verona | doc_id=the_2004_suzuki_verona_11322
The 2004 Suzuki Verona is a midsize sedan.
It features a 6-cylinder nan engine producing 155 horsepower.
The transmission is automatic with front drive.
It has 4 doors.
Fuel efficiency is rated at 17 city MPG and 25 highway MPG.
It has a popularity score of 481.
The MSRP for this vehicle is $20,199.",1.989084243774414,0,0,0
23720,"Which vehicle has 632 horsepower and costs $378,200?",The 2008 Lamborghini Murcielago,bm25,mistral,v1,"The 2008 Lamborghini Murcielago with a 12-cylinder premium unleaded engine and automated_manual transmission, as described in doc_id=the_2008_lamborghini_murcielago_07058.",[1],"['the_2008_lamborghini_murcielago_07058', 'the_2008_lamborghini_murcielago_07056', 'the_2008_lamborghini_murcielago_07057']","[1] The 2008 Lamborghini Murcielago | doc_id=the_2008_lamborghini_murcielago_07058
The 2008 Lamborghini Murcielago is a compact convertible.
It features a 12-cylinder premium unleaded engine producing 632 horsepower.
The transmission is automated_manual with all drive.
It has 2 doors.
This model falls under the following categories: exotic, high-performance.
Fuel efficiency is rated at 9 city MPG and 14 highway MPG.
It has a popularity score of 1158.
The MSRP for this vehicle is $378,200.

[2] The 2008 Lamborghini Murcielago | doc_id=the_2008_lamborghini_murcielago_07056
The 2008 Lamborghini Murcielago is a compact convertible.
It features a 12-cylinder premium unleaded engine producing 632 horsepower.
The transmission is manual with all drive.
It has 2 doors.
This model falls under the following categories: exotic, high-performance.
Fuel efficiency is rated at 8 city MPG and 13 highway MPG.
It has a popularity score of 1158.
The MSRP for this vehicle is $369,200.

[3] The 2008 Lamborghini Murcielago | doc_id=the_2008_lamborghini_murcielago_07057
The 2008 Lamborghini Murcielago is a compact coupe.
It features a 12-cylinder premium unleaded engine producing 632 horsepower.
The transmission is automated_manual with all drive.
It has 2 doors.
This model falls under the following categories: exotic, high-performance.
Fuel efficiency is rated at 9 city MPG and 14 highway MPG.
It has a popularity score of 1158.
The MSRP for this vehicle is $345,400.",4.7530717849731445,1,1.0,0
23701,Which vehicle produces 361 horsepower?,The 2008 Pontiac G8,bm25,mistral,v1,The 2008 Pontiac G8 produces 361 horsepower.,[1],"['the_2008_pontiac_g8_05205', 'the_1996_nissan_200sx_00087', 'the_1996_nissan_200sx_00088']","[1] The 2008 Pontiac G8 | doc_id=the_2008_pontiac_g8_05205
The 2008 Pontiac G8 is a large sedan.
It features a 8-cylinder regular unleaded engine producing 361 horsepower.
The transmission is automatic with rear drive.
It has 4 doors.
This model falls under the following categories: high-performance.
Fuel efficiency is rated at 15 city MPG and 24 highway MPG.
It has a popularity score of 210.
The MSRP for this vehicle is $29,310.

[2] The 1996 Nissan 200SX | doc_id=the_1996_nissan_200sx_00087
The 1996 Nissan 200SX is a compact coupe.
It features a 4-cylinder regular unleaded engine producing 115 horsepower.
The transmission is manual with front drive.
It has 2 doors.
Fuel efficiency is rated at 26 city MPG and 36 highway MPG.
It has a popularity score of 2009.
The MSRP for this vehicle is $2,000.

[3] The 1996 Nissan 200SX | doc_id=the_1996_nissan_200sx_00088
The 1996 Nissan 200SX is a compact coupe.
It features a 4-cylinder regular unleaded engine producing 115 horsepower.
The transmission is manual with front drive.
It has 2 doors.
Fuel efficiency is rated at 26 city MPG and 36 highway MPG.
It has a popularity score of 2009.
The MSRP for this vehicle is $2,000.",2.1330995559692383,0,0,0
23700,Which vehicle produces 123 horsepower?,The 2017 Ford Focus,bm25,mistral,v1,The 2017 Ford Focus produces 123 horsepower.,[1],"['the_2017_ford_focus_04793', 'the_1998_nissan_200sx_00093', 'the_1998_nissan_200sx_00094']","[1] The 2017 Ford Focus | doc_id=the_2017_ford_focus_04793
The 2017 Ford Focus is a compact sedan.
It features a 3-cylinder regular unleaded engine producing 123 horsepower.
The transmission is manual with front drive.
It has 4 doors.
Fuel efficiency is rated at 30 city MPG and 42 highway MPG.
It has a popularity score of 5657.
The MSRP for this vehicle is $18,175.

[2] The 1998 Nissan 200SX | doc_id=the_1998_nissan_200sx_00093
The 1998 Nissan 200SX is a compact coupe.
It features a 4-cylinder regular unleaded engine producing 115 horsepower.
The transmission is manual with front drive.
It has 2 doors.
Fuel efficiency is rated at 25 city MPG and 35 highway MPG.
It has a popularity score of 2009.
The MSRP for this vehicle is $2,000.

[3] The 1998 Nissan 200SX | doc_id=the_1998_nissan_200sx_00094
The 1998 Nissan 200SX is a compact coupe.
It features a 4-cylinder regular unleaded engine producing 115 horsepower.
The transmission is manual with front drive.
It has 2 doors.
Fuel efficiency is rated at 25 city MPG and 35 highway MPG.
It has a popularity score of 2009.
The MSRP for this vehicle is $2,000.",2.068004846572876,0,0,0
23736,What is the engine torque of the 2015 Kia Soul?,NOT_FOUND,bm25,mistral,v1,I cannot find this information in the database.,[],"['the_2015_kia_forte_04863', 'the_2015_kia_optima_07322', 'the_2015_kia_optima_07326']","[1] The 2015 Kia Forte | doc_id=the_2015_kia_forte_04863
The 2015 Kia Forte is a compact sedan.
It features a 4-cylinder regular unleaded engine producing 145 horsepower.
The transmission is automatic with front drive.
It has 4 doors.
Fuel efficiency is rated at 26 city MPG and 39 highway MPG.
It has a popularity score of 1720.
The MSRP for this vehicle is $17,490.

[2] The 2015 Kia Optima | doc_id=the_2015_kia_optima_07322
The 2015 Kia Optima is a midsize sedan.
It features a 4-cylinder regular unleaded engine producing 192 horsepower.
The transmission is automatic with front drive.
It has 4 doors.
Fuel efficiency is rated at 23 city MPG and 34 highway MPG.
It has a popularity score of 1720.
The MSRP for this vehicle is $25,790.

[3] The 2015 Kia Optima | doc_id=the_2015_kia_optima_07326
The 2015 Kia Optima is a midsize sedan.
It features a 4-cylinder regular unleaded engine producing 192 horsepower.
The transmission is automatic with front drive.
It has 4 doors.
Fuel efficiency is rated at 23 city MPG and 34 highway MPG.
It has a popularity score of 1720.
The MSRP for this vehicle is $24,340.",1.6332862377166748,0,0,0
23704,Which vehicle produces 151 horsepower?,The 1994 Mitsubishi Mighty Max Pickup,bm25,mistral,v1,The 1994 Mitsubishi Mighty Max Pickup produces 151 horsepower.,[1],"['the_1994_mitsubishi_mighty_max_pickup_06803', 'the_2004_suzuki_verona_11322', 'the_2004_suzuki_verona_11323']","[1] The 1994 Mitsubishi Mighty Max Pickup | doc_id=the_1994_mitsubishi_mighty_max_pickup_06803
The 1994 Mitsubishi Mighty Max Pickup is a compact extended cab pickup.
It features a 4-cylinder regular unleaded engine producing 151 horsepower.
The transmission is manual with rear drive.
It has 2 doors.
Fuel efficiency is rated at 18 city MPG and 23 highway MPG.
It has a popularity score of 436.
The MSRP for this vehicle is $2,000.

[2] The 2004 Suzuki Verona | doc_id=the_2004_suzuki_verona_11322
The 2004 Suzuki Verona is a midsize sedan.
It features a 6-cylinder nan engine producing 155 horsepower.
The transmission is automatic with front drive.
It has 4 doors.
Fuel efficiency is rated at 17 city MPG and 25 highway MPG.
It has a popularity score of 481.
The MSRP for this vehicle is $20,199.

[3] The 2004 Suzuki Verona | doc_id=the_2004_suzuki_verona_11323
The 2004 Suzuki Verona is a midsize sedan.
It features a 6-cylinder nan engine producing 155 horsepower.
The transmission is automatic with front drive.
It has 4 doors.
Fuel efficiency is rated at 17 city MPG and 25 highway MPG.
It has a popularity score of 481.
The MSRP for this vehicle is $18,499.",2.43691086769104,0,0,0
14,What is the MSRP of The 2012 BMW 1 Series with 300 horsepower?,"$44,100",bm25,mistral,v1,"$39,300",[1],"['the_2012_bmw_1_series_00007', 'the_2012_bmw_1_series_00006', 'the_2013_bmw_1_series_00012']","[1] The 2012 BMW 1 Series | doc_id=the_2012_bmw_1_series_00007
The 2012 BMW 1 Series is a compact coupe.
It features a 6-cylinder premium unleaded engine producing 300 horsepower.
The transmission is manual with rear drive.
It has 2 doors.
This model falls under the following categories: luxury, high-performance.
Fuel efficiency is rated at 20 city MPG and 28 highway MPG.
It has a popularity score of 3916.
The MSRP for this vehicle is $39,300.

[2] The 2012 BMW 1 Series | doc_id=the_2012_bmw_1_series_00006
The 2012 BMW 1 Series is a compact convertible.
It features a 6-cylinder premium unleaded engine producing 300 horsepower.
The transmission is manual with rear drive.
It has 2 doors.
This model falls under the following categories: luxury, performance.
Fuel efficiency is rated at 17 city MPG and 26 highway MPG.
It has a popularity score of 3916.
The MSRP for this vehicle is $44,100.

[3] The 2013 BMW 1 Series | doc_id=the_2013_bmw_1_series_00012
The 2013 BMW 1 Series is a compact convertible.
It features a 6-cylinder premium unleaded engine producing 300 horsepower.
The transmission is manual with rear drive.
It has 2 doors.
This model falls under the following categories: luxury, performance.
Fuel efficiency is rated at 19 city MPG and 28 highway MPG.
It has a popularity score of 3916.
The MSRP for this vehicle is $44,400.",1.6813836097717285,1,0.5,0
6,What is the MSRP of The 2011 BMW 1 Series with 300 horsepower?,"$36,350",bm25,mistral,v1,"$36,350",[1],"['the_2011_bmw_1_series_00002', 'the_2011_bmw_1_series_00001', 'the_2012_bmw_1_series_00007']","[1] The 2011 BMW 1 Series | doc_id=the_2011_bmw_1_series_00002
The 2011 BMW 1 Series is a compact coupe.
It features a 6-cylinder premium unleaded engine producing 300 horsepower.
The transmission is manual with rear drive.
It has 2 doors.
This model falls under the following categories: luxury, high-performance.
Fuel efficiency is rated at 20 city MPG and 28 highway MPG.
It has a popularity score of 3916.
The MSRP for this vehicle is $36,350.

[2] The 2011 BMW 1 Series | doc_id=the_2011_bmw_1_series_00001
The 2011 BMW 1 Series is a compact convertible.
It features a 6-cylinder premium unleaded engine producing 300 horsepower.
The transmission is manual with rear drive.
It has 2 doors.
This model falls under the following categories: luxury, performance.
Fuel efficiency is rated at 19 city MPG and 28 highway MPG.
It has a popularity score of 3916.
The MSRP for this vehicle is $40,650.

[3] The 2012 BMW 1 Series | doc_id=the_2012_bmw_1_series_00007
The 2012 BMW 1 Series is a compact coupe.
It features a 6-cylinder premium unleaded engine producing 300 horsepower.
The transmission is manual with rear drive.
It has 2 doors.
This model falls under the following categories: luxury, high-performance.
Fuel efficiency is rated at 20 city MPG and 28 highway MPG.
It has a popularity score of 3916.
The MSRP for this vehicle is $39,300.",1.7437827587127686,1,1.0,0
23699,Which vehicle produces 660 horsepower?,The 2003 Ferrari Enzo,bm25,mistral,v1,The 2003 Ferrari Enzo,[1],"['the_2003_ferrari_enzo_04024', 'the_2004_suzuki_verona_11322', 'the_2004_suzuki_verona_11321']","[1] The 2003 Ferrari Enzo | doc_id=the_2003_ferrari_enzo_04024
The 2003 Ferrari Enzo is a compact coupe.
It features a 12-cylinder premium unleaded engine producing 660 horsepower.
The transmission is automated_manual with rear drive.
It has 2 doors.
This model falls under the following categories: exotic, high-performance.
Fuel efficiency is rated at 7 city MPG and 12 highway MPG.
It has a popularity score of 2774.
The MSRP for this vehicle is $643,330.

[2] The 2004 Suzuki Verona | doc_id=the_2004_suzuki_verona_11322
The 2004 Suzuki Verona is a midsize sedan.
It features a 6-cylinder nan engine producing 155 horsepower.
The transmission is automatic with front drive.
It has 4 doors.
Fuel efficiency is rated at 17 city MPG and 25 highway MPG.
It has a popularity score of 481.
The MSRP for this vehicle is $20,199.

[3] The 2004 Suzuki Verona | doc_id=the_2004_suzuki_verona_11321
The 2004 Suzuki Verona is a midsize sedan.
It features a 6-cylinder nan engine producing 155 horsepower.
The transmission is automatic with front drive.
It has 4 doors.
Fuel efficiency is rated at 17 city MPG and 25 highway MPG.
It has a popularity score of 481.
The MSRP for this vehicle is $17,199.",1.8412842750549316,0,0,0
23692,Which vehicle produces 535 horsepower?,The 2015 BMW 7 Series,bm25,mistral,v1,The 2015 BMW 7 Series,[1],"['the_2015_bmw_7_series_00720', 'the_2004_suzuki_verona_11323', 'the_2004_suzuki_verona_11322']","[1] The 2015 BMW 7 Series | doc_id=the_2015_bmw_7_series_00720
The 2015 BMW 7 Series is a large sedan.
It features a 12-cylinder premium unleaded engine producing 535 horsepower.
The transmission is automatic with rear drive.
It has 4 doors.
This model falls under the following categories: luxury, high-performance.
Fuel efficiency is rated at 13 city MPG and 20 highway MPG.
It has a popularity score of 3916.
The MSRP for this vehicle is $141,200.

[2] The 2004 Suzuki Verona | doc_id=the_2004_suzuki_verona_11323
The 2004 Suzuki Verona is a midsize sedan.
It features a 6-cylinder nan engine producing 155 horsepower.
The transmission is automatic with front drive.
It has 4 doors.
Fuel efficiency is rated at 17 city MPG and 25 highway MPG.
It has a popularity score of 481.
The MSRP for this vehicle is $18,499.

[3] The 2004 Suzuki Verona | doc_id=the_2004_suzuki_verona_11322
The 2004 Suzuki Verona is a midsize sedan.
It features a 6-cylinder nan engine producing 155 horsepower.
The transmission is automatic with front drive.
It has 4 doors.
Fuel efficiency is rated at 17 city MPG and 25 highway MPG.
It has a popularity score of 481.
The MSRP for this vehicle is $20,199.",1.8351092338562012,0,0,0
